Sample Name,Dilution Factor,Analyte,Mass,Concentration,Units
20-045429-0001,50,Pb,208,-0.000056,ppm
20-045430-0002,50,Mn,55,7.065409,ppb
20-045430-0002,50,Fe,56,4.789488,ppm
20-045430-0002,50,Co,59,0.482453,ppb
20-045430-0002,50,Cu,65,0.826310,ppm
20-045430-0002,50,Zn,66,0.688537,ppm
20-045430-0002,50,Se,78,0.205981,ppm
20-045430-0002,50,Mo,95,4.387028,ppb
20-045430-0002,50,Pb,208,0.000012,ppm
20-045618-0002,50,Mn,55,1.394059,ppb
20-045618-0002,50,Fe,56,3.282065,ppm
20-045618-0002,50,Co,59,0.719868,ppb
20-045618-0002,50,Cu,65,0.936497,ppm
20-045618-0002,50,Zn,66,1.234145,ppm
20-045618-0002,50,Se,78,0.064012,ppm
20-045618-0002,50,Mo,95,19.155397,ppb
20-045618-0002,50,Pb,208,0.000204,ppm
20-045637-0003,50,Mn,55,1.304809,ppb
20-045637-0003,50,Fe,56,1.966864,ppm
20-045637-0003,50,Co,59,0.821038,ppb
20-045637-0003,50,Cu,65,1.470386,ppm
20-045637-0003,50,Zn,66,0.745976,ppm
20-045637-0003,50,Se,78,0.157921,ppm
20-045637-0003,50,Mo,95,69.064005,ppb
20-045637-0003,50,Pb,208,0.000015,ppm
20-045828-0001,50,Mn,55,4.284587,ppb
20-045828-0001,50,Fe,56,6.955981,ppm
20-045828-0001,50,Co,59,1.246049,ppb
20-045828-0001,50,Cu,65,1.371571,ppm
20-045828-0001,50,Zn,66,0.545484,ppm
20-045828-0001,50,Se,78,0.153615,ppm
20-045828-0001,50,Mo,95,23.785020,ppb
20-045828-0001,50,Pb,208,0.000641,ppm
20-045828-0002,50,Mn,55,3.326152,ppb
20-045828-0002,50,Fe,56,3.840051,ppm
20-045828-0002,50,Co,59,0.538814,ppb
20-045828-0002,50,Cu,65,1.251244,ppm
20-045828-0002,50,Zn,66,0.509518,ppm
20-045828-0002,50,Se,78,0.153873,ppm
20-045828-0002,50,Mo,95,5.693085,ppb
20-045828-0002,50,Pb,208,0.000468,ppm
20-046031-0002,50,Mn,55,2.544702,ppb
20-046031-0002,50,Fe,56,1.839751,ppm
20-046031-0002,50,Co,59,3.499642,ppb
20-046031-0002,50,Cu,65,1.663260,ppm
20-046031-0002,50,Zn,66,0.848959,ppm
20-046031-0002,50,Se,78,0.113952,ppm
20-046031-0002,50,Mo,95,2.949523,ppb
20-046031-0002,50,Pb,208,0.000034,ppm
20-046045-0001,50,Mn,55,2.300696,ppb
20-046045-0001,50,Fe,56,2.977653,ppm
20-046045-0001,50,Co,59,0.838796,ppb
20-046045-0001,50,Cu,65,0.523791,ppm
20-046045-0001,50,Zn,66,0.896770,ppm
20-046045-0001,50,Se,78,0.058063,ppm
20-046045-0001,50,Mo,95,16.061299,ppb
20-046045-0001,50,Pb,208,0.000079,ppm
20-046049-0001,50,Mn,55,1.628491,ppb
20-046049-0001,50,Fe,56,1.929988,ppm
20-046049-0001,50,Co,59,0.352910,ppb
20-046049-0001,50,Cu,65,0.590243,ppm
20-046049-0001,50,Zn,66,0.860178,ppm
20-046049-0001,50,Se,78,0.041246,ppm
20-046049-0001,50,Mo,95,27.532310,ppb
20-046049-0001,50,Pb,208,0.000001,ppm
20-046055-0001,50,Mn,55,2.678326,ppb
20-046055-0001,50,Fe,56,3.684732,ppm
20-046055-0001,50,Co,59,3.010669,ppb
